,dc_creator,dc_title,dc:publisher,dc_source,dc_identifier
16011,"Brodard, F.-X.",Petites notes de folklore fribourgeois,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '48', '1958', None, None, '62']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1958:0::77', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1958:0::77', 'doi:10.5169/seals-1005541']"
16012,"Wissler, Gustave",Paniers et crinolines,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::83', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::83', 'doi:10.5169/seals-1005605']"
16013,"Brodard, François-Xavier",Petites notes de folklore fribourgeois,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '8']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::86', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::86', 'doi:10.5169/seals-1005606']"
16014,"Brodard, François-Xavier",Les patois romands à la radio,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '9']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::89', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::89', 'doi:10.5169/seals-1005607']"
16015,"Bavaud, Georges",Une seule église pour deux religions,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '17']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::94', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::94', 'doi:10.5169/seals-1005608']"
16016,"Surdez, Jules",Remèdes secrets : pour les gens et surtout pour le cheval et le bœuf,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '21']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::97', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::97', 'doi:10.5169/seals-1005609']"
16017,"Zermatten, Maurice",Jadis et Naguère : petit essai sur l'évolution de nos coutumes,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '33']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::98', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::98', 'doi:10.5169/seals-1005610']"
16018,"Surdez, Denys",La pipe de Maîche,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '42']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::99', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::99', 'doi:10.5169/seals-1005611']"
16019,"Surdez, Jules",Tourbières et légendes,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '44']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::100', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::100', 'doi:10.5169/seals-1005612']"
16020,"Surdez, Denys","Rats de cave, noix de la Chandeleur...",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '46']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::103', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::103', 'doi:10.5169/seals-1005613']"
16021,"Fallet, Marius",Le folklore des rues à Neuchâtel et celui des quartiers au Locle et à La Chaux-de-Fonds,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '49']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::104', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::104', 'doi:10.5169/seals-1005614']"
16022,"Surdez, Denys",Vieux outils jurassiens,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '59']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::105', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::105', 'doi:10.5169/seals-1005615']"
16023,"Brodard, François-Xavier",Malices villageoises,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '43', '1953', None, None, '64']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1953:0::76', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1953:0::76', 'doi:10.5169/seals-1005616']"
16024,"Tagini, Jacques",Médecine populaire et charlatanisme,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '50', '1960', None, None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1960:0::68', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1960:0::68', 'doi:10.5169/seals-1005542']"
16025,"Schüle, Ernest","De l'""Atlas de Folklore suisse"" et de deux prénoms devenus sobriquets",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '50', '1960', None, None, '13']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1960:0::69', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1960:0::69', 'doi:10.5169/seals-1005543']"
16026,"Brodard, Hélène",Comment on tue un porc à Botterens,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '50', '1960', None, None, '18']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1960:0::70', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1960:0::70', 'doi:10.5169/seals-1005544']"
16027,"Morier-Genoud, A.",Métiers d'autrefois : les chaufourniers,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '50', '1960', None, None, '22']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1960:0::73', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1960:0::73', 'doi:10.5169/seals-1005545']"
16028,"Surdez, Jules",La balle au carré = Lè pilóm ā karẹ̄̀,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '50', '1960', None, None, '25']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1960:0::77', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1960:0::77', 'doi:10.5169/seals-1005546']"
16029,"Nicolier, Henri",Les jeux des petits montagnards des Ormonts avant 1914,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '50', '1960', None, None, '26']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1960:0::81', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1960:0::81', 'doi:10.5169/seals-1005547']"
16030,"Trümpy, Hans",Les jeux de hasard en Suisse romande à la fin du XVIIIe siècle,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '50', '1960', None, None, '29']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1960:0::82', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1960:0::82', 'doi:10.5169/seals-1005548']"
16031,"['Weiss, Richard', 'Schüle, Ernest']",Foyers et cheminées,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '50', '1960', None, None, '35']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1960:0::62', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1960:0::62', 'doi:10.5169/seals-1005549']"
16032,"Dubas, Jean",Mobilier rustique fribourgeois (partie romande),Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '57', '1967', None, None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1967:0::69', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1967:0::69', 'doi:10.5169/seals-1005484']"
16033,"Fonjallaz, Madeleine",Les cloches de vaches,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '56', '1966', None, None, '1']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1966:0::76', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1966:0::76', 'doi:10.5169/seals-1005485']"
16034,"Humberset-Cahorn, Hélène",Le charivari,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '56', '1966', None, None, '38']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1966:0::81', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1966:0::81', 'doi:10.5169/seals-1005486']"
16035,"Tagini, Jacques","La confection des ""failles"" à Cartigny",Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '56', '1966', None, None, '40']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1966:0::82', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1966:0::82', 'doi:10.5169/seals-1005487']"
16036,"Liebl, Elsbeth",Index genevois,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '56', '1966', None, None, '46']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1966:0::88', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1966:0::88', 'doi:10.5169/seals-1005488']"
16037,"Tagini, Jacques",Contribution à l'étude de l'arbre de Noël à Genève,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '56', '1966', None, None, '50']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1966:0::89', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1966:0::89', 'doi:10.5169/seals-1005489']"
16038,"Mondada, Giuseppe",Dall'Epifania alla Quaresima nel Locarnese,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '58-59', '1968-1969', None, None, '2']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1968:0::100', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1968:0::100', 'doi:10.5169/seals-1005471']"
16039,"Lurati, Ottavio",Appunti sulla Settimana Santa e la Pasqua nel Ticino,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '58-59', '1968-1969', None, None, '5']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1968:0::101', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1968:0::101', 'doi:10.5169/seals-1005472']"
16040,"Medici, Mario",Folclore mendrisiense : i sepolcri,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '58-59', '1968-1969', None, None, '12']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1968:0::102', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1968:0::102', 'doi:10.5169/seals-1005473']"
16041,"Calgari, Guido",Tradizioni di Faido : i tabléch del Venerdì Santo,Société suisse des traditions populaires,"['Folklore suisse : bulletin de la Société suisse des traditions populaires = Folclore svizzero : bollettino della Società svizzera per le tradizioni popolari', '505984-7', '0015-5969', '58-59', '1968-1969', None, None, '14']","['https://www.e-periodica.ch/digbib/view?pid=sgv-002:1968:0::103', 'https://www.e-periodica.ch/cntmng?type=pdf&pid=sgv-002:1968:0::103', 'doi:10.5169/seals-1005474']"
